id,hash_inicial,requisitos_especificos,defectos,evidencia_consultada,accion,estado_correccion,rubrica_alcance,rubrica_evidencia,rubrica_exactitud,rubrica_utilidad,rubrica_validacion,autoevaluador,revision_externa,bloqueo,hash_final,justificacion_rubrica
JEV-P01-011,bde536778989c72b71b0e54b4523ede5d6374400d2c03b81c45855a4543707e8,"Responder estrictamente a: ¿Qué cronología de anuncios, versiones y cambios permite explicar las contradicciones entre documentos del corpus?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,bf735b679e607716e17f5eb44c1dc86a0fb521ed18c8280610a23130c6661df6,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P01-012,af2bf8d8cfc41840272e4b9aa9d379b9a733041791071a27531944d8465411ed,Responder estrictamente a: ¿Qué afirmaciones centrales solo están documentadas por el proveedor y qué incertidumbre dejan para una decisión de adopción?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,f56d411c798f747775505636b90d08f1668899695a3afc601855b0358f407a3b,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 20/25.
JEV-P01-013,aa45c6ec7c2facc38b66be8e4e6ed20658b645c6c21fb67f3b92dfc9a0043a80,Responder estrictamente a: ¿Qué fallos reconocidos públicamente ofrecen más información práctica que los ejemplos exitosos y cómo delimitan el uso?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,42d84d2f9fd5087ad315c5567d8b6c26007afbcd243331b8caddaf4142c0a197,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P01-014,77d406abdcfe39755d597b70a30e82e58c7567e9d5b8cbc878f02200e691a207,"Responder estrictamente a: ¿Qué conclusiones se debilitan al retirar fuentes fallidas, documentos duplicados y resúmenes generados del conjunto de evidencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,e8df7c4e66a4aec9760d29150c4ea4882c0b275e76123b098e7ef34eeddd9224,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 20/25.
JEV-P01-015,891ea272acda63a4c92342c93fe7db81436ddc9b78c922313508351bc1592885,"Responder estrictamente a: ¿Qué garantías corresponden a documentación técnica, condiciones contractuales o mensajes comerciales, y cuáles no constituyen compromisos verificables?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,9c17d3ad25197e54f0eef315918465b38850337f13c96b8bce76e59571c13fc1,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P01-016,d0090781e16cb105638468afa4503e6536b665ecf1ed42602a47eeb5786c538a,"Responder estrictamente a: ¿Qué afirmaciones sobre privacidad, retención o uso de datos requieren leer términos vigentes y no pueden deducirse de la arquitectura anunciada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,02f5a11e8bcc985f9a42697e0f2cfddaa17ae65a55a11a7fa7db971b22b04396,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P01-017,181032dd3c53f2239ac145edca9d4a8573a74b72ffac2a34234e399ad815566c,Responder estrictamente a: ¿Qué tabla de «afirmación popular / formulación precisa / implicación de diseño» ayudaría a explicar Jev sin exageraciones al equipo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,54fbb8a5b294fef6c6f64dff40e9e36cb37f389d8f41af8fefb852858bd1e89f,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 20/25.
JEV-P01-018,739cff14ccc0accb20983f4aebafa4ccd7391313d99b2e59888a0e31b1090884,Responder estrictamente a: ¿Qué evidencia mínima faltante cambiaría una recomendación de esperar por una de realizar un piloto acotado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,2f6df90035592dd4257781c9acc6e83c7cb9f8732d1bca17855b0d264ae69107,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 20/25.
JEV-P01-019,de3dacc733dbd2c498f799bb6a3c415a22e6331d31162563724d8da9e087d6a7,Responder estrictamente a: ¿Cómo construir una ficha breve de capacidades y límites que una persona nueva pueda contrastar con las fuentes originales?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,b93a2cdf23e731686038171d8bf519da38b9fe2a9df5382ffd6b5234be94c78e,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 20/25.
JEV-P01-020,58d665afd7a35cde957fa5bd12435150db17b85a3d009549c2f24e12133edea9,Responder estrictamente a: ¿Qué afirmaciones debemos revisar primero después de una actualización y qué decisiones del proyecto dependen de cada una?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,501c4a2ab69aa7fce3ba6d9bebe4bbf165866bb8d81ada31497f7a1e2f196088,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P02-001,36aeb8011a1065350606ca72df9c29bc03bea2b088aa0a501fdf4ce0ccd0948a,Responder estrictamente a: ¿Qué componentes del entrenamiento y de la inferencia están realmente divulgados y cuáles siguen sin documentación pública suficiente?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,4,4,4,3,Antigravity,pendiente,,5ff37358073e6ad5ee40211d37444e5f624760089d7b051a1816de923e0b9d4e,"Alcance completo (5/5): delimitación exhaustiva de componentes, supuestos y fronteras técnicas. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 20/25."
JEV-P02-002,9a596f0ba89ef9ffbf2d416a2780d0482066a5c4af1515601c24db33c603248e,"Responder estrictamente a: ¿Qué significa RLCD en la fuente original pertinente y cómo se relaciona, si está documentado, con el entrenamiento de Jev?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,4,4,4,4,Antigravity,pendiente,,995558f3627fec91e6fbaba31b924f4029d3021a86d92fe9ed948e2304c58caf,"Alcance completo (5/5): delimitación exhaustiva de componentes, supuestos y fronteras técnicas. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (4/5): protocolo de prueba documental y falsación metodológica formal. Total: 21/25."
JEV-P02-003,178aecb70f97812a9717ad459837c27ae3dcc6a039a398ae1fe55540e28590a1,Responder estrictamente a: ¿En qué se diferencia RLCD de otros métodos de entrenamiento citados y qué diferencias son metodológicas frente a específicas de este producto?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,16e77f20d98604e2e57e2e275c77cac158dadcf294863c21493e4005c92c3f31,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P02-004,7404a33e59bd0c341d1f165708f63b167daaa906a4a6b5dc2d064741ee882314,"Responder estrictamente a: ¿Cómo describe el proveedor el proceso desde una entrada hasta una decisión, y dónde termina la descripción comprobada del mecanismo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,5be604a5deff540bcecda14a70cd60be3b41b8ed1767351c9147e07596a3d79d,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P02-005,4d1e2f95237acd907039327426c60ff0e4c82fc885a94af5a6a30cea7e8c284a,"Responder estrictamente a: ¿Qué relación entre mecanismo interno y contrato externo está documentada, y qué conductas de API no revelan por sí mismas la arquitectura?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,69227afc387f6d0b44a2ffc3e84d60d520cd1023c86474a956d2aaa5148d26df,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
JEV-P02-006,8c739d41d26458e5b48ae2538116f3ac2f727ac6d11c786a2193693e6e02f47d,Responder estrictamente a: ¿Qué significa muestreo paralelo en las fuentes y qué ventajas o límites dependen del número y de la dependencia entre muestras?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,3,Antigravity,pendiente,,6060fcafd9650219db344c81610c31c1ddb386126c6f8b9f7d43bed1c394683c,Alcance sólido (4/5): cubre los requisitos específicos y casos de uso del dominio. Evidencia (4/5): contrastada rigurosamente con documentación oficial del SDK/API; reducida por salida NotebookLM no preservada. Exactitud (4/5): contratos SDK 0.7.0 conformes por AST e instanciación; premisas empíricas no medidas rotuladas como hipótesis. Utilidad (4/5): directrices accionables para diseño de integración y toma de decisiones técnicas. Validación (3/5): verificación estática en CPU (AST y contratos sin red); código rotulado como ejemplo ilustrativo no ejecutado. Total: 19/25.
