id,hash_inicial,requisitos_especificos,defectos,evidencia_consultada,accion,estado_correccion,rubrica_alcance,rubrica_evidencia,rubrica_exactitud,rubrica_utilidad,rubrica_validacion,autoevaluador,revision_externa,bloqueo,hash_final,justificacion_rubrica
JEV-P04-012,5dad923b76a6e4d5fbba7e04b512f4771e728e0f92895004a8943511b4fdbaa6,"Responder estrictamente a: ¿Cómo representar temporalidad, vigencia y revisiones para que un dato antiguo no tenga la misma autoridad que uno actualizado?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,85d2d6b00e143f1dc40d09da8ad16c092a634a31f9e6688318f2b77135b67166,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-012: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo representar temporalidad, vigencia y revisio...'. Evidencia (4/5): Contraste documental sólido con 5 fuentes catalogadas (SRC-0002, SRC-0003, SRC-0034, SRC-0038, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo representar temporalidad, vigencia y revisio...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-013,828499653c79e849c2367501b167573ddc2b124decaeb2ceb3a399b40767af5d,"Responder estrictamente a: ¿Qué controles detectarían duplicados, contradicciones de identificadores y mezclas de entidades antes de la inferencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,58fc790032c12c7770a944c05e80c290fc429196eb57fe30a85d46dfaaeb6907,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-013: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué controles detectarían duplicados, contradicci...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0038, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué controles detectarían duplicados, contradicci...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-014,721c6975ae9ab6792c59f3251b549192f97735c27530e68fc0d30bb98b67e347,"Responder estrictamente a: ¿Cómo preparar cantidades, monedas, porcentajes, husos horarios y unidades para delegar cálculos a código y semántica al modelo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,6f3de473ae483e056732cba99a36c6cc6e51475bac60cdca140470cd0b0b56ac,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-014: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo preparar cantidades, monedas, porcentajes, h...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0001, SRC-0002, SRC-0004, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo preparar cantidades, monedas, porcentajes, h...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-015,e0272148d3cc29e9a918665b6c20a1e96df78703b325b48ef3229dce01de35d0,"Responder estrictamente a: ¿Cómo tratar tablas, PDFs, OCR y transcripciones conservando indicadores de incertidumbre de la extracción?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,ab98629a396b091431a957a53a3e7a6edd8993b4e2603f83a0f6da2da3ea0854,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-015: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo tratar tablas, PDFs, OCR y transcripciones c...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0039, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Choice/Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo tratar tablas, PDFs, OCR y transcripciones c...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-016,a63421d350ef26a780d0227c77a16d7c054979a4b9d294b25c4cb3aced0f9783,Responder estrictamente a: ¿Cómo separar instrucciones de tarea y contenido no confiable cuando ambos viajan dentro de una misma solicitud?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,0e8e89997aac863e54182eb840a300c1ee12da10d06d0e434579d7efd8aa1f39,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-016: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo separar instrucciones de tarea y contenido n...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0015, SRC-0039); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo separar instrucciones de tarea y contenido n...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-017,88ad8dcb3e58086ad82edd8e27051f4c4cecf5710e12467bc8925f0f7daf0d22,Responder estrictamente a: ¿Qué batería de variaciones sintéticas revela dependencia excesiva de metadatos irrelevantes o del estilo de redacción?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,5fb4076e0b36207870f3161951cd04d7be3b7822aff9cd221f1d200b80712101,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-017: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué batería de variaciones sintéticas revela depe...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0016, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué batería de variaciones sintéticas revela depe...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-018,70bc80c392f90a23681d15086e9d83ad655d6c9b352cb6afadba0b59f4a24829,Responder estrictamente a: ¿Cómo diseñar un validador previo que rechace entradas incompletas sin descartar casos válidos difíciles?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,17bdfc0f4b84c9b1db70116193e795ed0473a383eb51037ec4ce487eb052a0fa,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-018: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo diseñar un validador previo que rechace entr...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0036, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo diseñar un validador previo que rechace entr...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-019,52fc5581cbf84270a8cfb4d19ed8ee3cbb4b66308b09732501e6c1e97cd78d7a,Responder estrictamente a: ¿Qué reglas de reutilización y caducidad del contexto evitan decisiones con información obsoleta durante un flujo largo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,de6398d0a133fd61e4a2e4689b8eb00e6db638640b145cd37e487596c122e169,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-019: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué reglas de reutilización y caducidad del conte...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0020, SRC-0037, SRC-0039, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué reglas de reutilización y caducidad del conte...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P04-020,78950952141e5674253853310c2f85f72210b0cad07e16e51ab94208e5eddaec,"Responder estrictamente a: ¿Qué conjunto de ejemplos válidos, inválidos y límite debe acompañar todo esquema de entrada usado por nuestros proyectos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P04 (97480264-ff2c-4816-9dec-4b8ce071500a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,20abcb421977d9a3188ad0ed29e1b93b5a87185875f986dc87f0364aad1640e3,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P04-020: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué conjunto de ejemplos válidos, inválidos y lím...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0004, SRC-0038, SRC-0040); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué conjunto de ejemplos válidos, inválidos y lím...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-001,88c0d29bc6a7d7d65a93ce2e6eeb36650dee605aa9eb537ccc087413baaae124,"Responder estrictamente a: ¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,5,5,4,Antigravity,pendiente,,fd8b2a8460fd9045e3cbd1cc24a2e6299b86d48e97ea8608dfb5d7beba21e62f,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-001: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué significan exactamente las probabilidades y c...'. Evidencia (4/5): Contraste documental sólido con 6 fuentes catalogadas (SRC-0002, SRC-0003, SRC-0028, SRC-0030, SRC-0035, SRC-0039); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (5/5): Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué significan exactamente las probabilidades y c...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 22/25."
JEV-P05-002,17fc3cd4c28937955203d72ebbe06151c4946c8cb1a90ad1e7790a9b1f236742,"Responder estrictamente a: ¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,309004e9e7abc284788bf27d0a63e38bfc4919be9bd5ad03b9e167c579bf4489,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-002: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo distinguir calibración, discriminación, exac...'. Evidencia (4/5): Contraste documental sólido con 6 fuentes catalogadas (SRC-0030, SRC-0033, SRC-0035, SRC-0041, SRC-0042, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo distinguir calibración, discriminación, exac...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-003,57c39c53f04d21ac48de7bb55386cb6f230f724a1deddd0a1613550e6ac53eba,Responder estrictamente a: ¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,426ae503f81072b1c08d11ae01276b3e09dd98de88f9f9b92f0a3753b5f7cc5f,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-003: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué evidencia sería necesaria para afirmar que la...'. Evidencia (4/5): Contraste documental sólido con 5 fuentes catalogadas (SRC-0003, SRC-0028, SRC-0030, SRC-0041, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué evidencia sería necesaria para afirmar que la...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-004,a4c0209e01e9101be353d7cd21ac1e1da0f3b9b010532ece65fb3db084a53d8e,"Responder estrictamente a: ¿Cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o abstenerse según la incertidumbre y el impacto?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,119f9f0208f15b16c275a8f6dc82354caa2cc8f908cbe2be53945794f56d1fc5,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-004: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo diseñar una política que elija entre actuar,...'. Evidencia (4/5): Contraste documental sólido con 6 fuentes catalogadas (SRC-0020, SRC-0029, SRC-0032, SRC-0035, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo diseñar una política que elija entre actuar,...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-005,e6119b373a040d4b1cd5249ee83e088b0945a6f812f25348d6359f5991994b21,Responder estrictamente a: ¿Cómo estimar el costo esperado de falsos positivos y falsos negativos sin imponer un umbral universal de confianza?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,5b036df0b6198de8088e8a68203c59102d41219ac8353c34d80136b9e7f7a012,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-005: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo estimar el costo esperado de falsos positivo...'. Evidencia (4/5): Contraste documental sólido con 5 fuentes catalogadas (SRC-0020, SRC-0030, SRC-0035, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo estimar el costo esperado de falsos positivo...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-006,eca27139287f107648401bcba0deaf2179438a6ee52447a0fd81346942c2c11d,"Responder estrictamente a: ¿Cuándo usar Brier score, log loss y curvas de fiabilidad, y qué aspectos del comportamiento no captura cada medida?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,336320a1513b2227423a4c8ad9752254d54cbf5aa7b93e0f2029dc92f0e9690d,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-006: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cuándo usar Brier score, log loss y curvas de fia...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0030, SRC-0041, SRC-0042, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cuándo usar Brier score, log loss y curvas de fia...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-007,6d3795522eee5c1642afaa944c364f28384a8657953ead8d9666407671c7b286,Responder estrictamente a: ¿Cómo afectan la elección de intervalos y el tamaño de muestra a medidas de error de calibración como ECE?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,c4976971c9b1f306fd69bb12a485dd93322c2696916b1dc24b9c9c6e26e70498,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-007: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo afectan la elección de intervalos y el tamañ...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0041, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo afectan la elección de intervalos y el tamañ...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-008,1ab821a77eee73b196bb564d3ccb689300b07276f33ba89e9e5d1025a6088d97,Responder estrictamente a: ¿Cómo detectar buena calibración agregada que oculta errores graves en clases minoritarias o grupos relevantes?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,63ca09480314fb8a374e6975fac581e0e0cd8b26f363283492454ec80d139c03,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-008: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo detectar buena calibración agregada que ocul...'. Evidencia (4/5): Contraste documental sólido con 5 fuentes catalogadas (SRC-0003, SRC-0020, SRC-0030, SRC-0035, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo detectar buena calibración agregada que ocul...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-009,7b66c9c40305c41bc83d3a3968ca1134d7864d8a4ae0fad780c8e561671d2274,Responder estrictamente a: ¿Cómo ajustar umbrales con validación reservando un conjunto final que permanezca intacto hasta evaluar la política completa?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,0076e46965158a75e0b948859aacfa67ed79b1aca91b10e8bcf5afd9d3c872dd,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-009: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo ajustar umbrales con validación reservando u...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0035, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo ajustar umbrales con validación reservando u...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-010,e19c41e00bb16c1546839516f295d0bca39216de96f4b5dcbcc366e226658ff4,Responder estrictamente a: ¿Cómo expresar incertidumbre de las métricas y decidir si hay muestra suficiente para automatizar una fracción del tráfico?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,a848646b6484a0c87e698dcdd6b42fafce9a02d77619074e6b1a241976b42eef,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-010: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo expresar incertidumbre de las métricas y dec...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0020, SRC-0030, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo expresar incertidumbre de las métricas y dec...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
JEV-P05-011,5b8e530085806e7a13cd10a1f229eb4db3ea0f0e6548ca6c56123e8b84e3bf7a,Responder estrictamente a: ¿Cómo cambia la decisión óptima cuando se modifica la prevalencia de una clase aunque el modelo no haya cambiado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,5,4,Antigravity,pendiente,,cdf4a3344170ab9537f074d82360961265ff34db7057b3188cfb16b5f9ef2c8d,"Alcance (4/5): Alcance específico y bien delimitado para JEV-P05-011: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo cambia la decisión óptima cuando se modifica...'. Evidencia (4/5): Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0035, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente. Exactitud (4/5): Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python. Utilidad (5/5): Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo cambia la decisión óptima cuando se modifica...'. Validación (4/5): Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red. Total: 21/25."
