id,hash_inicial,requisitos_especificos,defectos,evidencia_consultada,accion,estado_correccion,rubrica_alcance,rubrica_evidencia,rubrica_exactitud,rubrica_utilidad,rubrica_validacion,autoevaluador,revision_externa,bloqueo,hash_final
JEV-P01-011,bde536778989c72b71b0e54b4523ede5d6374400d2c03b81c45855a4543707e8,"Responder estrictamente a: ¿Qué cronología de anuncios, versiones y cambios permite explicar las contradicciones entre documentos del corpus?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,5a13634700e99d1afd2863da20ec41c23df29e89036e1b5c5528527869e76f0c
JEV-P01-012,af2bf8d8cfc41840272e4b9aa9d379b9a733041791071a27531944d8465411ed,Responder estrictamente a: ¿Qué afirmaciones centrales solo están documentadas por el proveedor y qué incertidumbre dejan para una decisión de adopción?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,59995de95540addd77df26ac05bb78074e4dd10de21aa20e2cc2782798db6a7e
JEV-P01-013,aa45c6ec7c2facc38b66be8e4e6ed20658b645c6c21fb67f3b92dfc9a0043a80,Responder estrictamente a: ¿Qué fallos reconocidos públicamente ofrecen más información práctica que los ejemplos exitosos y cómo delimitan el uso?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,3477bb4460d578015d9fff9c452f89aa6c8849aeacf9be4cdd199874200172f6
JEV-P01-014,77d406abdcfe39755d597b70a30e82e58c7567e9d5b8cbc878f02200e691a207,"Responder estrictamente a: ¿Qué conclusiones se debilitan al retirar fuentes fallidas, documentos duplicados y resúmenes generados del conjunto de evidencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,9e91ac228af941084b5a4d486abe869df0bc4737151b5d4621ea1b6c2440341a
JEV-P01-015,891ea272acda63a4c92342c93fe7db81436ddc9b78c922313508351bc1592885,"Responder estrictamente a: ¿Qué garantías corresponden a documentación técnica, condiciones contractuales o mensajes comerciales, y cuáles no constituyen compromisos verificables?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,41023014d4adae2f7988e10ae4bbc7399e3d7f74360e7630842982074c525396
JEV-P01-016,d0090781e16cb105638468afa4503e6536b665ecf1ed42602a47eeb5786c538a,"Responder estrictamente a: ¿Qué afirmaciones sobre privacidad, retención o uso de datos requieren leer términos vigentes y no pueden deducirse de la arquitectura anunciada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,acf76653bdb3914a8d354783b9b1b604cddba40da74398d7b526fb6c934054d1
JEV-P01-017,181032dd3c53f2239ac145edca9d4a8573a74b72ffac2a34234e399ad815566c,Responder estrictamente a: ¿Qué tabla de «afirmación popular / formulación precisa / implicación de diseño» ayudaría a explicar Jev sin exageraciones al equipo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,069009d75fd4f6d7fe6fffedbbc66bef7a5a83af035c4161e1bfb6ab820bafc4
JEV-P01-018,739cff14ccc0accb20983f4aebafa4ccd7391313d99b2e59888a0e31b1090884,Responder estrictamente a: ¿Qué evidencia mínima faltante cambiaría una recomendación de esperar por una de realizar un piloto acotado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,b53afc262d58531bb3be47802b61087fb27df234cee9c1fae46e9487e34c797e
JEV-P01-019,de3dacc733dbd2c498f799bb6a3c415a22e6331d31162563724d8da9e087d6a7,Responder estrictamente a: ¿Cómo construir una ficha breve de capacidades y límites que una persona nueva pueda contrastar con las fuentes originales?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,b6800a12648cd0527fd01dc0a1b1fa90090f12145ce2de63b44f437937f29462
JEV-P01-020,58d665afd7a35cde957fa5bd12435150db17b85a3d009549c2f24e12133edea9,Responder estrictamente a: ¿Qué afirmaciones debemos revisar primero después de una actualización y qué decisiones del proyecto dependen de cada una?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,a5775bc54a3399004c8c6aa62155dd6ee000822c1a391a17a8a2ad2d61ea47fa
JEV-P02-001,36aeb8011a1065350606ca72df9c29bc03bea2b088aa0a501fdf4ce0ccd0948a,Responder estrictamente a: ¿Qué componentes del entrenamiento y de la inferencia están realmente divulgados y cuáles siguen sin documentación pública suficiente?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,3d90a93eeacd8a789e356798405ace6748f59424db823f3009787d804185b3b6
JEV-P02-002,9a596f0ba89ef9ffbf2d416a2780d0482066a5c4af1515601c24db33c603248e,"Responder estrictamente a: ¿Qué significa RLCD en la fuente original pertinente y cómo se relaciona, si está documentado, con el entrenamiento de Jev?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,625d56076241b5374f16dd7a7fb55ce9c707e16184903d05ede746cbcbd8cb39
JEV-P02-003,178aecb70f97812a9717ad459837c27ae3dcc6a039a398ae1fe55540e28590a1,Responder estrictamente a: ¿En qué se diferencia RLCD de otros métodos de entrenamiento citados y qué diferencias son metodológicas frente a específicas de este producto?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,5afd90f1d089e63508d7bbdb4acd9d37e391e540e0294513cd4e30f0f2186d6a
JEV-P02-004,7404a33e59bd0c341d1f165708f63b167daaa906a4a6b5dc2d064741ee882314,"Responder estrictamente a: ¿Cómo describe el proveedor el proceso desde una entrada hasta una decisión, y dónde termina la descripción comprobada del mecanismo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,7168d8b66ee34d0eb0d1e583e6901afea7c6326420e71b05d5aa970847d97e8e
JEV-P02-005,4d1e2f95237acd907039327426c60ff0e4c82fc885a94af5a6a30cea7e8c284a,"Responder estrictamente a: ¿Qué relación entre mecanismo interno y contrato externo está documentada, y qué conductas de API no revelan por sí mismas la arquitectura?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,b4180a22106ec5f7ccf6ed97f52a709fb50b7f512943f5ad45f8032916203a01
JEV-P02-006,8c739d41d26458e5b48ae2538116f3ac2f727ac6d11c786a2193693e6e02f47d,Responder estrictamente a: ¿Qué significa muestreo paralelo en las fuentes y qué ventajas o límites dependen del número y de la dependencia entre muestras?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,bc5671351743b44daf9d7ed1cec1692e6ecac703d344cac6aafde0a334a41cb2
JEV-P02-007,bf4eefdbecdb4d7352c58a6e5158ed5bfa139d895f6efb69316cc15f8b251420,"Responder estrictamente a: ¿Qué se sabe sobre modelos de base, datos y objetivos de entrenamiento, y qué afirmaciones frecuentes carecen de soporte público?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,7ae425b662b8991b48876167ec0e5206fa43a6e9b705ff409323c88225e513cf
JEV-P02-008,4f0e3deeab23a4e6521c231dc6d04cc1323cccb4d261d074cdeb32440ad7d36f,"Responder estrictamente a: ¿Qué diferencias prácticas hay entre producir una decisión tipada y generar texto sujeto a un esquema, manteniendo fija la tarea?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,14411fab0feb63f58c8ff5424409e7d11174de185dfd450dcdde510ef41a2909
JEV-P02-009,6b8b43d7d9954ecd31110209bfb341266919404410bd97af8dfcb619f67042fc,Responder estrictamente a: ¿Qué propiedades de repetibilidad pueden ensayarse externamente sin confundir un resultado estable con determinismo garantizado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,c17b387cc1855cf71760ff6a017ca88ae03a79d94498ef1829a348ae0986b7ec
JEV-P02-010,031d8063d8ab78493fdecf0bb4f5e9bdb0702c7087649b7ae08a7e8ccc5c66c3,"Responder estrictamente a: ¿Qué dependencia de longitud, número de opciones o concurrencia puede formularse como hipótesis comprobable de latencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,0b7f87f6e6321ff3f95639a80c108f93403f4be9329ffe09cba7c77f3583d5a6
JEV-P02-011,20721765b4d612821d0a997c351ce44baa59b31a7a5af819e8eb3cd88831d7ad,"Responder estrictamente a: ¿Qué implica la arquitectura documentada para tareas de cálculo, planificación extensa o generación de explicaciones, y qué exige otro componente?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,4b83e0be952d6b5490d7a7597888eb55de172b5b567d1480a62c538d553b508f
JEV-P02-012,def0420a6122c3a2202eebd94ca41b5d9cf88becd58a344305108c5c08b82d58,Responder estrictamente a: ¿Cómo separar conocimiento adquirido en entrenamiento y evidencia proporcionada en contexto al interpretar respuestas acertadas o equivocadas?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,54896e7d1cd67f52f3976eb40d47d2a91429de99317ade20b7f6e8bc787f6581
JEV-P02-013,fd7407b01d2c92677d630040b97aaa50391363b18eb2136b737dc09cd34da786,"Responder estrictamente a: ¿Qué evidencia describe memoria o estado entre llamadas, y cómo diseñar una integración si esa persistencia no está garantizada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,f3fb411d06031ff06b12c305d7e87b263a0f33871e8de0a96eba1e36e0173bb9
JEV-P02-014,28622bdbddeb8e6c72923c03a2347b290d16f54339738375cdb4c68d0a75655c,"Responder estrictamente a: ¿Qué soporte nativo de modalidades está documentado y qué flujos requieren transcripción, OCR u otro preprocesamiento externo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,58e23702d77a2041c026aeb0da6103c3eeb363b6b1059f5195950363f01953e4
JEV-P02-015,d8fc76ed5b0d08f7b1f1b01279d87c1d5fe0857deb5a3377fc43b2eab292a240,"Responder estrictamente a: ¿Qué relación hay entre optimizar decisiones y calibrar incertidumbre, y por qué un objetivo de entrenamiento no garantiza calibración en todo dominio?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,631c612bbb1f9bdf9c9ac0d587d53a60806ca7d6ba5b5fa74749b0b1a5cfc687
JEV-P02-016,eeaac490945d783618dd0de09d1275a61f6064565de29211cabf574fbbac816a,Responder estrictamente a: ¿Qué condiciones podrían romper una ventaja de inferencia anunciada aunque el mecanismo interno funcione como fue descrito?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,2da6512463c2dfb61e9e27599fb7d9111e434306189953a1719803df5173bec3
JEV-P02-017,3c3e7c34518585db819b050cd053c9a1fd01179ace4b0d327c40890f0fa69f6c,Responder estrictamente a: ¿Qué pruebas de caja negra distinguirían hipótesis alternativas de comportamiento sin pretender reconstruir el entrenamiento propietario?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,92f0de3757ce2406a7765cb8ca3a564abdb64e0728cdde8555678a02322448c1
JEV-P02-018,d8f8bd0f9da87fd585fe192163beb0224aacb522e8e0474fe56739fdca7d101b,Responder estrictamente a: ¿Qué detalles de arquitectura necesitamos conocer para integrar con seguridad y cuáles pueden suplirse mediante contratos y evaluación externa?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,c4e4414f83fc9909a0d5e10978a37bf2cd80a789dee48f08f053d57d746161c5
JEV-P02-019,19fc6a11001e4c067f331c2e68b492f253c6136a25e4e3c4415b54b0d5ac235c,"Responder estrictamente a: ¿Qué riesgos crea trasladar intuiciones de un LLM generativo a Jev al diseñar instrucciones, herramientas o memoria?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,3710da96931d2d447ec3f05ea6d63473074ac3317cacbd1b8f57df7237aa5588
JEV-P02-020,af5bc3c0da871fa150a47a58dfa6577221cc921e72b666d9d73ebe6ca4d7754f,"Responder estrictamente a: ¿Cómo explicar la arquitectura en niveles conceptual, técnico y operativo conservando las mismas incertidumbres en las tres explicaciones?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,97d82543cde7b92af06eebe28f2bb14f4f86cadd66b0e4e8563cbb1f048f7e8f
JEV-P03-001,395a18e13e0be220f3abf1990157b497b6b0a5e3fa487d90e34bae1984ddca1b,"Responder estrictamente a: ¿Cuáles son los contratos exactos y documentados de Choice, Score y Noul para la versión analizada, y qué ejemplos evitan confundirlos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,d4379706a6b2de4456d4aa36129b898ddf0dc471a14bf850aa7b1bf79cd4700d
JEV-P03-002,3229560ee4c2e8d1deefb34f6d4f370e026c2cfe83bf6de3bff648244ad1f601,"Responder estrictamente a: ¿Cómo descomponer una petición de negocio ambigua en una decisión semántica con entrada, criterio, salida y destinatario definidos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,e16b274ca4b50e96940aff221a98ba45b00e841621cc07be406527f4510cea83
JEV-P03-003,2559a19c5141cf7f22effdbd00f60142de85a371f092df5a9b5f63ce8ca0fe54,"Responder estrictamente a: ¿Qué árbol de decisión permite elegir entre una primitiva documentada, una regla determinista, un modelo generativo o revisión humana?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,83037a6e330049f18a566aa0c768387569b81975dcddd7173276f18eca5ec62a
JEV-P03-004,80ba3b2739fec92c6fe13b830c2b208d6fbe7bfa9bc2229d5c7f441e5a871765,Responder estrictamente a: ¿Cómo representar información insuficiente y abstención sin inventar una opción o capacidad que el contrato no soporte?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,e29fde504613bf48443c52d677f3bc1b27a2dc5107f606d9a085acd613818930
JEV-P03-005,ab4cf17dcd4136b93ed588309de998afdb2610a3badde9776c9e3cf63361daca,"Responder estrictamente a: ¿Cómo definir categorías mutuamente excluyentes y suficientemente exhaustivas, y detectar casos que no pertenecen a ninguna?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,b962dafc775ae5dc22f88890e7e8d0d59dd9f30de36aecf86f4d3d342c97d288
JEV-P03-006,5ffe160a1f9c612cb9373928d47f61e5517235bb53b164c824d441ef250583cb,Responder estrictamente a: ¿Cómo tratar una necesidad de clasificación multietiqueta si la primitiva disponible solo permite una elección por llamada?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,56a81cc678e8fb948c4713da20f40640538754f88d4a3bdf47a7550a02d2230a
JEV-P03-007,847ad972921438659176375680124019b0f786a4824e90906b9dd519728d8884,"Responder estrictamente a: ¿Cómo transformar «calidad», «urgencia» o «relevancia» en criterios observables sin mezclar conceptos distintos en una sola puntuación?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,4,4,4,4,Antigravity,pendiente,,f6364a14dda05c37a96e59f765af531af74cce289944f8a46750cb30e03f4fec
