id,hash_inicial,requisitos_especificos,defectos,evidencia_consultada,accion,estado_correccion,rubrica_alcance,rubrica_evidencia,rubrica_exactitud,rubrica_utilidad,rubrica_validacion,autoevaluador,revision_externa,bloqueo,hash_final
JEV-P01-011,bde536778989c72b71b0e54b4523ede5d6374400d2c03b81c45855a4543707e8,"Responder estrictamente a: ¿Qué cronología de anuncios, versiones y cambios permite explicar las contradicciones entre documentos del corpus?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,22ce134ac4997c3854230b184c5c85538bb6d92402360b1ccf42077b6a3471ce
JEV-P01-012,af2bf8d8cfc41840272e4b9aa9d379b9a733041791071a27531944d8465411ed,Responder estrictamente a: ¿Qué afirmaciones centrales solo están documentadas por el proveedor y qué incertidumbre dejan para una decisión de adopción?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,39dd0434e5466ffd3eb710cdf9da3df9b9b46e6016812f2e5de312ee318db123
JEV-P01-013,aa45c6ec7c2facc38b66be8e4e6ed20658b645c6c21fb67f3b92dfc9a0043a80,Responder estrictamente a: ¿Qué fallos reconocidos públicamente ofrecen más información práctica que los ejemplos exitosos y cómo delimitan el uso?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,ba652d5f7ddde1723b379b42a39ba3b7971555e9e0b843f35cafd8eeb7d8e955
JEV-P01-014,77d406abdcfe39755d597b70a30e82e58c7567e9d5b8cbc878f02200e691a207,"Responder estrictamente a: ¿Qué conclusiones se debilitan al retirar fuentes fallidas, documentos duplicados y resúmenes generados del conjunto de evidencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,509b943ace3b53f40ee9ad7479484a01c8754c9b84dbc3ab2e4bbe08ac58d7c8
JEV-P01-015,891ea272acda63a4c92342c93fe7db81436ddc9b78c922313508351bc1592885,"Responder estrictamente a: ¿Qué garantías corresponden a documentación técnica, condiciones contractuales o mensajes comerciales, y cuáles no constituyen compromisos verificables?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,13a1d6945b26c247c5f32056de3847d9841da0acb7c60c41b777efbb2f444459
JEV-P01-016,d0090781e16cb105638468afa4503e6536b665ecf1ed42602a47eeb5786c538a,"Responder estrictamente a: ¿Qué afirmaciones sobre privacidad, retención o uso de datos requieren leer términos vigentes y no pueden deducirse de la arquitectura anunciada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,472d9321e6431969fc8640184e39b1dc4915ae73d577f97a3a980b23646b47a4
JEV-P01-017,181032dd3c53f2239ac145edca9d4a8573a74b72ffac2a34234e399ad815566c,Responder estrictamente a: ¿Qué tabla de «afirmación popular / formulación precisa / implicación de diseño» ayudaría a explicar Jev sin exageraciones al equipo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,5fd70a364434b64c5c66b4309a592b8ef4a13916264caf22e6b137b70fdaae50
JEV-P01-018,739cff14ccc0accb20983f4aebafa4ccd7391313d99b2e59888a0e31b1090884,Responder estrictamente a: ¿Qué evidencia mínima faltante cambiaría una recomendación de esperar por una de realizar un piloto acotado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,40c43925c3588a4b371ae8db9dac36194ab73f4ac2aa22f1d6158bf2308a825c
JEV-P01-019,de3dacc733dbd2c498f799bb6a3c415a22e6331d31162563724d8da9e087d6a7,Responder estrictamente a: ¿Cómo construir una ficha breve de capacidades y límites que una persona nueva pueda contrastar con las fuentes originales?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,f585ec1d1299eea9b1ad35db4b7864a786fd9dce34483cef73c590ac5f3278a6
JEV-P01-020,58d665afd7a35cde957fa5bd12435150db17b85a3d009549c2f24e12133edea9,Responder estrictamente a: ¿Qué afirmaciones debemos revisar primero después de una actualización y qué decisiones del proyecto dependen de cada una?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P01 (73562a8d-849b-459d-8f96-755f359a665f), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,9e23617836a9f3dd4dc6ce98f1d01c67a999fa83d3fb12bd379156560ac53eeb
JEV-P02-001,36aeb8011a1065350606ca72df9c29bc03bea2b088aa0a501fdf4ce0ccd0948a,Responder estrictamente a: ¿Qué componentes del entrenamiento y de la inferencia están realmente divulgados y cuáles siguen sin documentación pública suficiente?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,d3d00ed0308c6e74c10481771cbc7460ac0174f8e7a614206e7c169519edb310
JEV-P02-002,9a596f0ba89ef9ffbf2d416a2780d0482066a5c4af1515601c24db33c603248e,"Responder estrictamente a: ¿Qué significa RLCD en la fuente original pertinente y cómo se relaciona, si está documentado, con el entrenamiento de Jev?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,10e05b341108c7c48aec1bf5d42efc0c79b675eb6c5271ef414d27fa55b7ac33
JEV-P02-003,178aecb70f97812a9717ad459837c27ae3dcc6a039a398ae1fe55540e28590a1,Responder estrictamente a: ¿En qué se diferencia RLCD de otros métodos de entrenamiento citados y qué diferencias son metodológicas frente a específicas de este producto?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,ea771a230d157bbc16dc8e7c700c81ef10fd5c00488d5aa551a0cbfc90dddba3
JEV-P02-004,7404a33e59bd0c341d1f165708f63b167daaa906a4a6b5dc2d064741ee882314,"Responder estrictamente a: ¿Cómo describe el proveedor el proceso desde una entrada hasta una decisión, y dónde termina la descripción comprobada del mecanismo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,7905a1a3bd5c7dc52922310e403992032fbebf1751cc47373110a57dba7c3a48
JEV-P02-005,4d1e2f95237acd907039327426c60ff0e4c82fc885a94af5a6a30cea7e8c284a,"Responder estrictamente a: ¿Qué relación entre mecanismo interno y contrato externo está documentada, y qué conductas de API no revelan por sí mismas la arquitectura?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,274aa5d9ae83d52ba26b60241ddfe17d479e75004aae25455b11aee5217bdf3a
JEV-P02-006,8c739d41d26458e5b48ae2538116f3ac2f727ac6d11c786a2193693e6e02f47d,Responder estrictamente a: ¿Qué significa muestreo paralelo en las fuentes y qué ventajas o límites dependen del número y de la dependencia entre muestras?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,3e8c5418fd3c78808fcf3772535720a39573c810f47482576f060272f3f00cf0
JEV-P02-007,bf4eefdbecdb4d7352c58a6e5158ed5bfa139d895f6efb69316cc15f8b251420,"Responder estrictamente a: ¿Qué se sabe sobre modelos de base, datos y objetivos de entrenamiento, y qué afirmaciones frecuentes carecen de soporte público?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,692227856de5aec520688bba8a1a500c94aa70471fe5cf09ed457ba6857d35c4
JEV-P02-008,4f0e3deeab23a4e6521c231dc6d04cc1323cccb4d261d074cdeb32440ad7d36f,"Responder estrictamente a: ¿Qué diferencias prácticas hay entre producir una decisión tipada y generar texto sujeto a un esquema, manteniendo fija la tarea?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,2f7bcd5cb06cf3384fb0c4279d60c93cea224873e791d2e30bc62edfe65a34ce
JEV-P02-009,6b8b43d7d9954ecd31110209bfb341266919404410bd97af8dfcb619f67042fc,Responder estrictamente a: ¿Qué propiedades de repetibilidad pueden ensayarse externamente sin confundir un resultado estable con determinismo garantizado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,3ea00f17fd7677c642d9bb9a9721402bec537f7d765a444f360d00c4716185af
JEV-P02-010,031d8063d8ab78493fdecf0bb4f5e9bdb0702c7087649b7ae08a7e8ccc5c66c3,"Responder estrictamente a: ¿Qué dependencia de longitud, número de opciones o concurrencia puede formularse como hipótesis comprobable de latencia?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,b5ac13c845d39bfe817eef188d13e7cf5c15679d0e0e900621fafc53bb551716
JEV-P02-011,20721765b4d612821d0a997c351ce44baa59b31a7a5af819e8eb3cd88831d7ad,"Responder estrictamente a: ¿Qué implica la arquitectura documentada para tareas de cálculo, planificación extensa o generación de explicaciones, y qué exige otro componente?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,f6151b4616af55d9ee3ef9009d591f7003665fd0bfe4fbc442bd4228b5b283c0
JEV-P02-012,def0420a6122c3a2202eebd94ca41b5d9cf88becd58a344305108c5c08b82d58,Responder estrictamente a: ¿Cómo separar conocimiento adquirido en entrenamiento y evidencia proporcionada en contexto al interpretar respuestas acertadas o equivocadas?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,4607b39b04eb250fd60be87f9dc6520b30ca63b41028f62866f8da6fda022193
JEV-P02-013,fd7407b01d2c92677d630040b97aaa50391363b18eb2136b737dc09cd34da786,"Responder estrictamente a: ¿Qué evidencia describe memoria o estado entre llamadas, y cómo diseñar una integración si esa persistencia no está garantizada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,a6d92aa74c54057675a17709508e013dcdb5d8c2bc4562b3910a097023b2c4fb
JEV-P02-014,28622bdbddeb8e6c72923c03a2347b290d16f54339738375cdb4c68d0a75655c,"Responder estrictamente a: ¿Qué soporte nativo de modalidades está documentado y qué flujos requieren transcripción, OCR u otro preprocesamiento externo?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,555f73ed432923b5c8fcfcab737718afa1fac7cf93bbadd3e75b38bca19850a0
JEV-P02-015,d8fc76ed5b0d08f7b1f1b01279d87c1d5fe0857deb5a3377fc43b2eab292a240,"Responder estrictamente a: ¿Qué relación hay entre optimizar decisiones y calibrar incertidumbre, y por qué un objetivo de entrenamiento no garantiza calibración en todo dominio?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,a420dca84671c7edfbc94ddcbfd910af21b4c4de0c440fa4e27e2fa45f8fd935
JEV-P02-016,eeaac490945d783618dd0de09d1275a61f6064565de29211cabf574fbbac816a,Responder estrictamente a: ¿Qué condiciones podrían romper una ventaja de inferencia anunciada aunque el mecanismo interno funcione como fue descrito?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,6761aafe36fc2a915859872b1fe7a9314ac136087345ea0f0731b960be79d4b8
JEV-P02-017,3c3e7c34518585db819b050cd053c9a1fd01179ace4b0d327c40890f0fa69f6c,Responder estrictamente a: ¿Qué pruebas de caja negra distinguirían hipótesis alternativas de comportamiento sin pretender reconstruir el entrenamiento propietario?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,fe2cc75be96183e3de1e437a93a54e96e0cb0dec7cb5f1037d875da8cd045f6f
JEV-P02-018,d8f8bd0f9da87fd585fe192163beb0224aacb522e8e0474fe56739fdca7d101b,Responder estrictamente a: ¿Qué detalles de arquitectura necesitamos conocer para integrar con seguridad y cuáles pueden suplirse mediante contratos y evaluación externa?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,4eae9311b5f8c8e3bcc628977eea181d480d6e7bdf7d8f595579c2b08e44d708
JEV-P02-019,19fc6a11001e4c067f331c2e68b492f253c6136a25e4e3c4415b54b0d5ac235c,"Responder estrictamente a: ¿Qué riesgos crea trasladar intuiciones de un LLM generativo a Jev al diseñar instrucciones, herramientas o memoria?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,70ad528ba0f5fb57b62e0685940f2e4f29c16615c59f54849aa4454874e4e1e2
JEV-P02-020,af5bc3c0da871fa150a47a58dfa6577221cc921e72b666d9d73ebe6ca4d7754f,"Responder estrictamente a: ¿Cómo explicar la arquitectura en niveles conceptual, técnico y operativo conservando las mismas incertidumbres en las tres explicaciones?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P02 (079161fb-3da9-4c89-ba27-ffa707e7fca0), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,c8986719a81eceaf2128a49639124f4f7df4e980bb69a6aba8c266c24c6e89bb
JEV-P03-001,395a18e13e0be220f3abf1990157b497b6b0a5e3fa487d90e34bae1984ddca1b,"Responder estrictamente a: ¿Cuáles son los contratos exactos y documentados de Choice, Score y Noul para la versión analizada, y qué ejemplos evitan confundirlos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,28b3ebed1f09019a0ab655aeffcb2a9fe31ff8b34a76bd46ca674e25351918fb
JEV-P03-002,3229560ee4c2e8d1deefb34f6d4f370e026c2cfe83bf6de3bff648244ad1f601,"Responder estrictamente a: ¿Cómo descomponer una petición de negocio ambigua en una decisión semántica con entrada, criterio, salida y destinatario definidos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,02051e1e1c41e7e0d4550097ea3b4321012920859de08863fff42802beff1a90
JEV-P03-003,2559a19c5141cf7f22effdbd00f60142de85a371f092df5a9b5f63ce8ca0fe54,"Responder estrictamente a: ¿Qué árbol de decisión permite elegir entre una primitiva documentada, una regla determinista, un modelo generativo o revisión humana?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,cffd341b315406014a23cc40e15acc930a98a6f562ca8c146ab1de55144f6a44
JEV-P03-004,80ba3b2739fec92c6fe13b830c2b208d6fbe7bfa9bc2229d5c7f441e5a871765,Responder estrictamente a: ¿Cómo representar información insuficiente y abstención sin inventar una opción o capacidad que el contrato no soporte?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,2628d8355b9e2449baa5237065763d3f63343dd5ab04933dd5b147fd5ef5711f
JEV-P03-005,ab4cf17dcd4136b93ed588309de998afdb2610a3badde9776c9e3cf63361daca,"Responder estrictamente a: ¿Cómo definir categorías mutuamente excluyentes y suficientemente exhaustivas, y detectar casos que no pertenecen a ninguna?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,9a780a6bb57ace7a74fa4ccc112d86a5dad3a87b11c11a54efa75fea9c57bbe0
JEV-P03-006,5ffe160a1f9c612cb9373928d47f61e5517235bb53b164c824d441ef250583cb,Responder estrictamente a: ¿Cómo tratar una necesidad de clasificación multietiqueta si la primitiva disponible solo permite una elección por llamada?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P03 (420bc955-32d2-44bf-b9ad-e3b8a7874d43), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,51187d2b7ce67f97ed8633866382d677a3683dd22cc0b481c7cec5b74abb06f2
